Head            | Head POS   | Relation   | Dependent       | Dependent POS
titles          | NNS        | case       | with            | IN        
titles          | NNS        | det        | some            | DT        
titles          | NNS        | acl        | reporting       | VBG       
reporting       | VBG        | obj        | sales           | NNS       
sales           | NNS        | amod       | low             | JJ        
reporting       | VBG        | advcl      | resold          | VBP       
resold          | VBP        | advmod     | when            | WRB       
resold          | VBP        | obl        | fact            | NN        
fact            | NN         | case       | in              | IN        
resold          | VBP        | nsubj      | specialty       | NN        
specialty       | NN         | det        | the             | DT        
specialty       | NN         | amod       | first           | JJ        
specialty       | NN         | dep        | stores          | NNS       
stores          | NNS        | amod       | comic           | JJ        
stores          | NNS        | compound   | book            | NN        
resold          | VBP        | obj        | them            | PRP       
resold          | VBP        | obl        | date            | NN        
date            | NN         | case       | at              | IN        
date            | NN         | det        | a               | DT        
date            | NN         | amod       | later           | JJ        

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
needed          | VBD        | nsubj      | citation        | NN        
needed          | VBD        | conj       | reviving        | VBG       
reviving        | VBG        | cc         | But             | CC        
reviving        | VBG        | obl        | end             | NN        
end             | NN         | case       | by              | IN        
end             | NN         | det        | the             | DT        
end             | NN         | nmod       | decade          | NN        
decade          | NN         | case       | of              | IN        
decade          | NN         | det        | the             | DT        
reviving        | VBG        | nsubj      | fortunes        | NNS       
fortunes        | NNS        | nmod:poss  | Marvel          | NNP       
Marvel          | NNP        | case       | 's              | POS       
reviving        | VBG        | aux        | were            | VBD       
reviving        | VBG        | discourse  | thanks          | UH        
reviving        | VBG        | obl        | rise            | NN        
rise            | NN         | case       | to              | IN        
rise            | NN         | det        | the             | DT        
rise            | NN         | nmod       | distribution    | NN        
distribution    | NN         | case       | of              | IN        
distribution    | NN         | amod       | direct          | JJ        
distribution    | NN         | compound   | market          | NN        
reviving        | VBG        | dep        | stores          | NNS       
stores          | NNS        | dep        | selling         | VBG       
selling         | VBG        | obl        | comics          | NNS       
comics          | NNS        | case       | through         | IN        
comics          | NNS        | det        | those           | DT        
comics          | NNS        | amod       | same            | JJ        
stores          | NNS        | compound   | specialty       | NN        
stores          | NNS        | nmod       | newsstands      | NNS       
newsstands      | NNS        | case       | instead         | RB        
instead         | RB         | fixed      | of              | IN        

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
held            | VBD        | nsubj      | Marvel          | NNP       
held            | VBD        | obj        | convention      | NN        
convention      | NN         | nmod:poss  | its             | PRP$      
convention      | NN         | amod       | own             | JJ        
convention      | NN         | amod       | comic           | JJ        
convention      | NN         | compound   | book            | NN        
convention      | NN         | appos      | Marvelcon       | NNP       
Marvelcon       | NNP        | case       | '               | POS       
Marvelcon       | NNP        | nummod     | 75              | CD        
held            | VBD        | obl        | spring          | NN        
spring          | NN         | case       | in              | IN        
spring          | NN         | nummod     | 1975            | CD        
held            | VBD        | conj       | promised        | VBD       
promised        | VBD        | cc         | and             | CC        
promised        | VBD        | obj        | 76              | NNP       
76              | NNP        | nmod:poss  | Marvelcon       | NNP       
Marvelcon       | NNP        | det        | a               | DT        
Marvelcon       | NNP        | case       | '               | POS       

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
used            | VBD        | obl        | event           | NN        
event           | NN         | case       | At              | IN        
event           | NN         | det        | the             | DT        
event           | NN         | nummod     | 1975            | CD        
used            | VBD        | nsubj      | Lee             | NNP       
Lee             | NNP        | compound   | Stan            | NNP       
used            | VBD        | obj        | discussion      | NN        
discussion      | NN         | det        | a               | DT        
discussion      | NN         | amod       | Fantastic       | JJ        
discussion      | NN         | compound   | panel           | NN        
panel           | NN         | nummod     | Four            | CD        
used            | VBD        | advcl      | announce        | VB        
announce        | VB         | mark       | to              | TO        
announce        | VB         | ccomp      | returning       | VBG       
returning       | VBG        | mark       | that            | IN        
returning       | VBG        | nsubj      | Kirby           | NNP       
Kirby           | NNP        | compound   | Jack            | NNP       
Kirby           | NNP        | appos      | co-creator      | NN        
co-creator      | NN         | det        | the             | DT        
co-creator      | NN         | compound   | artist          | NN        
co-creator      | NN         | nmod       | most            | JJS       
most            | JJS        | case       | of              | IN        
most            | JJS        | nmod       | characters      | NNS       
characters      | NNS        | case       | of              | IN        
characters      | NNS        | nmod:poss  | Marvel          | NNP       
Marvel          | NNP        | case       | 's              | POS       
characters      | NNS        | compound   | signature       | NN        
returning       | VBG        | aux        | was             | VBD       
returning       | VBG        | obl        | Marvel          | NNP       
Marvel          | NNP        | case       | to              | IN        
returning       | VBG        | advcl      | left            | VBN       
left            | VBN        | mark       | after           | IN        
left            | VBN        | aux        | having          | VBG       
left            | VBN        | obl        | 1970            | CD        
1970            | CD         | case       | in              | IN        
left            | VBN        | xcomp      | work            | VB        
work            | VB         | mark       | to              | TO        
work            | VB         | obl        | Comics          | NNPS      
Comics          | NNPS       | case       | for             | IN        
Comics          | NNPS       | amod       | rival           | JJ        
Comics          | NNPS       | compound   | DC              | NNP       

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
created         | VBD        | obl        | October         | NNP       
October         | NNP        | case       | In              | IN        
October         | NNP        | nummod     | 1976            | CD        
created         | VBD        | nsubj      | Marvel          | NNP       
Marvel          | NNP        | acl:relcl  | licensed        | VBD       
licensed        | VBD        | nsubj      | which           | WDT       
licensed        | VBD        | advmod     | already         | RB        
licensed        | VBD        | obj        | reprints        | NNP       
reprints        | NNP        | nmod       | countries       | NNS       
countries       | NNS        | case       | in              | IN        
countries       | NNS        | amod       | different       | JJ        
licensed        | VBD        | obl        | UK              | NNP       
UK              | NNP        | case       | including       | VBG       
UK              | NNP        | det        | the             | DT        
created         | VBD        | obj        | superhero       | NN        
superhero       | NN         | det        | a               | DT        
created         | VBD        | advmod     | specifically    | RB        
created         | VBD        | obl        | market          | NN        
market          | NN         | case       | for             | IN        
market          | NN         | det        | the             | DT        
market          | NN         | amod       | British         | JJ        

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
debuted         | VBD        | nsubj      | Britain         | NNP       
Britain         | NNP        | compound   | Captain         | NNP       
debuted         | VBD        | advmod     | exclusively     | RB        
debuted         | VBD        | obl        | UK              | NNP       
UK              | NNP        | case       | in              | IN        
UK              | NNP        | det        | the             | DT        
debuted         | VBD        | conj       | appeared        | VBD       
appeared        | VBD        | cc         | and             | CC        
appeared        | VBD        | advmod     | later           | RB        
appeared        | VBD        | obl        | comics          | NNS       
comics          | NNS        | case       | in              | IN        
comics          | NNS        | amod       | American        | JJ        

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
became          | VBD        | obl        | 1978            | CD        
1978            | CD         | case       | In              | IN        
became          | VBD        | nsubj      | Shooter         | NNP       
Shooter         | NNP        | compound   | Jim             | NNP       
became          | VBD        | xcomp      | chief           | NN        
chief           | NN         | nmod:poss  | Marvel          | NNP       
Marvel          | NNP        | case       | 's              | POS       
chief           | NN         | compound   | editor          | NN        
chief           | NN         | punct      | -               | HYPH      
chief           | NN         | amod       | in              | IN        
chief           | NN         | punct      | -               | HYPH      

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
missed          | VBD        | advcl      | personality     | NN        
personality     | NN         | mark       | Although        | IN        
personality     | NN         | det        | a               | DT        
personality     | NN         | amod       | controversial   | JJ        
missed          | VBD        | nsubj      | Shooter         | NNP       
Shooter         | NNP        | acl        | cured           | VBN       
cured           | VBN        | obj        | many            | JJ        
many            | JJ         | nmod       | ills            | NNS       
ills            | NNS        | case       | of              | IN        
ills            | NNS        | det        | the             | DT        
ills            | NNS        | amod       | procedural      | JJ        
cured           | VBN        | obl        | Marvel          | NNP       
Marvel          | NNP        | case       | at              | IN        
cured           | VBN        | advcl      | including       | VBG       
including       | VBG        | advmod     | repeatedly      | RB        
missed          | VBD        | obj        | deadlines       | NNS       

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
became          | VBD        | obl        | tenure          | NN        
tenure          | NN         | case       | During          | IN        
tenure          | NN         | nmod:poss  | Shooter         | NNP       
Shooter         | NNP        | case       | 's              | POS       
tenure          | NN         | compound   | year            | NN        
year            | NN         | nummod     | nine            | CD        
year            | NN         | punct      | -               | HYPH      
tenure          | NN         | nmod       | chief           | NN        
chief           | NN         | case       | as              | IN        
chief           | NN         | compound   | editor          | NN        
chief           | NN         | punct      | -               | HYPH      
chief           | NN         | amod       | in              | IN        
chief           | NN         | punct      | -               | HYPH      
became          | VBD        | nsubj      | Claremont       | NNP       
Claremont       | NNP        | compound   | Chris           | NNP       
Claremont       | NNP        | conj       | run             | NN        
run             | NN         | cc         | and             | CC        
run             | NN         | nmod:poss  | Byrne           | NNP       
Byrne           | NNP        | compound   | John            | NNP       
Byrne           | NNP        | case       | 's              | POS       
run             | NN         | nmod       | X-Men           | NNP       
X-Men           | NNP        | case       | on              | IN        
X-Men           | NNP        | det        | the             | DT        
X-Men           | NNP        | compound   | Uncanny         | NNP       
run             | NN         | conj       | run             | NN        
run             | NN         | cc         | and             | CC        
run             | NN         | nmod:poss  | Miller          | NNP       
Miller          | NNP        | compound   | Frank           | NNP       
Miller          | NNP        | case       | 's              | POS       
run             | NN         | nmod       | Daredevil       | NNP       
Daredevil       | NNP        | case       | on              | IN        
became          | VBD        | xcomp      | successes       | NNS       
successes       | NNS        | amod       | critical        | JJ        
critical        | JJ         | conj       | commercial      | JJ        
commercial      | JJ         | cc         | and             | CC        

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
starting        | VBG        | dep        | brought         | VBD       
brought         | VBD        | nsubj      | Shooter         | NNP       
brought         | VBD        | obj        | Marvel          | NNP       
brought         | VBD        | obl        | market          | NN        
market          | NN         | case       | into            | IN        
market          | NN         | det        | the             | DT        
market          | NN         | amod       | evolving        | VBG       
evolving        | VBG        | advmod     | rapidly         | RB        
market          | NN         | amod       | direct          | JJ        
market          | NN         | appos      | royalties       | NNS       
royalties       | NNS        | amod       | institutionalized | VBN       
royalties       | NNS        | compound   | creator         | NN        
starting        | VBG        | obl        | material        | NN        
material        | NN         | case       | with            | IN        
material        | NN         | det        | the             | DT        
material        | NN         | amod       | owned           | VBN       
owned           | VBN        | obl        | imprint         | NNP       
imprint         | NNP        | compound   | Epic            | NNP       
imprint         | NNP        | compound   | Comics          | NNPS      
imprint         | NNP        | nmod       | creator         | NN        
creator         | NN         | case       | for             | IN        
owned           | VBN        | punct      | -               | HYPH      
material        | NN         | nmod       | 1982            | CD        
1982            | CD         | case       | in              | IN        
starting        | VBG        | conj       | introduced      | VBN       
introduced      | VBN        | obj        | arcs            | NNS       
arcs            | NNS        | amod       | wide            | JJ        
wide            | JJ         | obl:npmod  | company         | NN        
wide            | JJ         | punct      | -               | HYPH      
arcs            | NNS        | compound   | crossover       | NN        
arcs            | NNS        | compound   | story           | NN        
introduced      | VBN        | obl        | Contest         | NNP       
Contest         | NNP        | case       | with            | IN        
Contest         | NNP        | nmod       | Wars            | NNS       
Wars            | NNS        | case       | of              | IN        
Wars            | NNS        | compound   | Champions       | NNPS      
Champions       | NNPS       | conj       | Secret          | NNP       
Secret          | NNP        | cc         | and             | CC        
starting        | VBG        | conj       | launched        | VBD       
launched        | VBD        | cc         | and             | CC        
launched        | VBD        | obl        | 1986            | CD        
1986            | CD         | case       | in              | IN        
launched        | VBD        | obj        | line            | NN        
line            | NN         | det        | the             | DT        
line            | NN         | amod       | unsuccessful    | JJ        
unsuccessful    | JJ         | advmod     | ultimately      | RB        
line            | NN         | compound   | Universe        | NNP       
Universe        | NNP        | compound   | New             | NNP       
launched        | VBD        | advcl      | commemorate     | VB        
commemorate     | VB         | mark       | to              | TO        
commemorate     | VB         | obj        | anniversary     | NN        
anniversary     | NN         | det        | the             | DT        
anniversary     | NN         | amod       | 25th            | JJ        
anniversary     | NN         | nmod       | imprint         | NNP       
imprint         | NNP        | case       | of              | IN        
imprint         | NNP        | det        | the             | DT        
imprint         | NNP        | compound   | Marvel          | NNP       
imprint         | NNP        | compound   | Comics          | NNPS      

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
successful      | JJ         | nsubj      | line            | NN        
line            | NN         | amod       | oriented        | VBN       
oriented        | VBN        | obl        | Comics          | NNPS      
Comics          | NNPS       | compound   | Star            | NNP       
Comics          | NNPS       | appos      | children        | NNS       
children        | NNS        | det        | a               | DT        
oriented        | VBN        | punct      | -               | HYPH      
line            | NN         | acl        | differing       | VBG       
differing       | VBG        | obl        | titles          | NNS       
titles          | NNS        | case       | from            | IN        
titles          | NNS        | det        | the             | DT        
titles          | NNS        | amod       | regular         | JJ        
titles          | NNS        | compound   | Marvel          | NNP       
successful      | JJ         | cop        | was             | VBD       
successful      | JJ         | advmod     | briefly         | RB        
successful      | JJ         | obl        | period          | NN        
period          | NN         | case       | during          | IN        
period          | NN         | det        | this            | DT        

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
earned          | VBD        | nsubj      | Marvel          | NNP       
earned          | VBD        | obj        | deal            | NN        
deal            | NN         | det        | a               | DT        
deal            | NN         | amod       | great           | JJ        
deal            | NN         | nmod       | money           | NN        
money           | NN         | case       | of              | IN        
money           | NN         | conj       | recognition     | NN        
recognition     | NN         | cc         | and             | CC        
earned          | VBD        | obl        | boom            | NN        
boom            | NN         | case       | during          | IN        
boom            | NN         | det        | the             | DT        
boom            | NN         | amod       | comic           | JJ        
boom            | NN         | compound   | book            | NN        
boom            | NN         | nmod       | 1990s           | NNS       
1990s           | NNS        | case       | of              | IN        
1990s           | NNS        | det        | the             | DT        
1990s           | NNS        | amod       | early           | JJ        
earned          | VBD        | advcl      | launching       | VBG       
launching       | VBG        | obj        | line            | NN        
line            | NN         | det        | the             | DT        
line            | NN         | amod       | successful      | JJ        
successful      | JJ         | dep        | 2099            | CD        
line            | NN         | nmod       | comics          | NNS       
comics          | NNS        | case       | of              | IN        
comics          | NNS        | acl        | set             | VBN       
set             | VBN        | obl        | future          | NN        
future          | NN         | case       | in              | IN        
future          | NN         | det        | the             | DT        
comics          | NNS        | dep        | 2099            | NNP       
2099            | NNP        | compound   | Spider          | NNP       
2099            | NNP        | punct      | -               | HYPH      
2099            | NNP        | compound   | Man             | NNP       
comics          | NNS        | advmod     | etc.            | FW        

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
created         | VBD        | cc         | and             | CC        
created         | VBD        | nsubj      | imprint         | NN        
imprint         | NN         | det        | the             | DT        
imprint         | NN         | amod       | daring          | JJ        
daring          | JJ         | advmod     | creatively      | RB        
daring          | JJ         | dep        | though          | IN        
daring          | JJ         | dep        | unsuccessful    | JJ        
unsuccessful    | JJ         | advmod     | commercially    | RB        
imprint         | NN         | compound   | Razorline       | NNP       
imprint         | NN         | nmod       | comics          | NNS       
comics          | NNS        | case       | of              | IN        
comics          | NNS        | compound   | superhero       | NN        
created         | VBD        | obl        | Barker          | NNP       
Barker          | NNP        | case       | by              | IN        
Barker          | NNP        | compound   | novelist        | NN        
novelist        | NN         | conj       | filmmaker       | NN        
filmmaker       | NN         | cc         | and             | CC        
Barker          | NNP        | compound   | Clive           | NNP       

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
began           | VBD        | obl        | 1990            | CD        
1990            | CD         | case       | In              | IN        
began           | VBD        | nsubj      | Marvel          | NNP       
began           | VBD        | xcomp      | selling         | VBG       
selling         | VBG        | obj        | Cards           | NNP       
Cards           | NNP        | compound   | Marvel          | NNP       
Cards           | NNP        | compound   | Universe        | NNP       
Cards           | NNP        | nmod       | International   | NNP       
International   | NNP        | case       | with            | IN        
International   | NNP        | compound   | card            | NN        
card            | NN         | compound   | trading         | NN        
International   | NNP        | compound   | maker           | NN        
International   | NNP        | compound   | SkyBox          | NNP       

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
cards           | NNS        | nsubj      | These           | DT        
cards           | NNS        | cop        | were            | VBD       
cards           | NNS        | amod       | collectible     | JJ        
cards           | NNS        | compound   | trading         | NN        
cards           | NNS        | acl:relcl  | featured        | VBD       
featured        | VBD        | nsubj      | that            | WDT       
featured        | VBD        | obj        | characters      | NNS       
characters      | NNS        | det        | the             | DT        
characters      | NNS        | conj       | events          | NNS       
events          | NNS        | cc         | and             | CC        
characters      | NNS        | nmod       | Universe        | NNP       
Universe        | NNP        | case       | of              | IN        
Universe        | NNP        | det        | the             | DT        
Universe        | NNP        | compound   | Marvel          | NNP       

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
turned          | VBD        | dep        | saw             | VBD       
saw             | VBD        | nsubj      | 1990s           | NNS       
1990s           | NNS        | det        | The             | DT        
saw             | VBD        | obj        | rise            | NN        
rise            | NN         | det        | the             | DT        
rise            | NN         | nmod       | covers          | NNS       
covers          | NNS        | case       | of              | IN        
covers          | NNS        | amod       | variant         | JJ        
covers          | NNS        | conj       | enhancements    | NNS       
enhancements    | NNS        | compound   | cover           | NN        
covers          | NNS        | conj       | issues          | NNS       
issues          | NNS        | amod       | swimsuit        | JJ        
covers          | NNS        | conj       | crossovers      | NNS       
crossovers      | NNS        | cc         | and             | CC        
crossovers      | NNS        | amod       | wide            | JJ        
wide            | JJ         | obl:npmod  | company         | NN        
wide            | JJ         | punct      | -               | HYPH      
rise            | NN         | acl:relcl  | affected        | VBD       
affected        | VBD        | nsubj      | that            | WDT       
affected        | VBD        | xcomp      | had             | VBD       
had             | VBD        | dep        | continuity      | NN        
continuity      | NN         | det        | the             | DT        
continuity      | NN         | amod       | overall         | JJ        
continuity      | NN         | nmod       | Universe        | NNP       
Universe        | NNP        | case       | of              | IN        
Universe        | NNP        | det        | the             | DT        
Universe        | NNP        | amod       | fictional       | JJ        
Universe        | NNP        | compound   | Marvel          | NNP       
had             | VBD        | obl        | 1996            | CD        
1996            | CD         | case       | In              | IN        
had             | VBD        | nsubj      | Marvel          | NNP       
had             | VBD        | ccomp      | participate     | VB        
participate     | VB         | nsubj      | some            | DT        
some            | DT         | nmod       | titles          | NNS       
titles          | NNS        | case       | of              | IN        
titles          | NNS        | nmod:poss  | its             | PRP$      
participate     | VB         | obl        | Reborn          | NNP       
Reborn          | NNP        | case       | in              | IN        
Reborn          | NNP        | compound   | Heroes          | NNPS      
participate     | VB         | obj        | crossover       | NN        
crossover       | NN         | det        | a               | DT        
crossover       | NN         | acl:relcl  | allowed         | VBD       
allowed         | VBD        | nsubj      | that            | WDT       
allowed         | VBD        | obj        | Marvel          | NNP       
participate     | VB         | advcl      | relaunch        | VB        
relaunch        | VB         | mark       | to              | TO        
relaunch        | VB         | obj        | some            | DT        
some            | DT         | nmod       | characters      | NNS       
characters      | NNS        | case       | of              | IN        
characters      | NNS        | nmod:poss  | its             | PRP$      
characters      | NNS        | amod       | flagship        | JJ        
characters      | NNS        | nmod       | Avengers        | NNPS      
Avengers        | NNPS       | case       | such            | JJ        
such            | JJ         | fixed      | as              | IN        
Avengers        | NNPS       | det        | the             | DT        
Avengers        | NNPS       | conj       | Four            | CD        
Four            | CD         | cc         | and             | CC        
Four            | CD         | det        | the             | DT        
Four            | CD         | amod       | Fantastic       | JJ        
participate     | VB         | conj       | outsource       | VB        
outsource       | VB         | cc         | and             | CC        
outsource       | VB         | obj        | them            | PRP       
outsource       | VB         | obl        | studios         | NNS       
studios         | NNS        | case       | to              | IN        
studios         | NNS        | det        | the             | DT        
studios         | NNS        | nmod       | two             | CD        
two             | CD         | case       | of              | IN        
two             | CD         | nmod       | artists         | NNS       
artists         | NNS        | case       | of              | IN        
artists         | NNS        | det        | the             | DT        
artists         | NNS        | amod       | former          | JJ        
artists         | NNS        | compound   | Marvel          | NNP       
turned          | VBD        | obj        | Comics          | NNPS      
Comics          | NNPS       | compound   | Image           | NNP       
turned          | VBD        | nsubj      | founders        | NNS       
founders        | NNS        | appos      | Lee             | NNP       
Lee             | NNP        | compound   | Jim             | NNP       
Lee             | NNP        | conj       | Liefeld         | NNP       
Liefeld         | NNP        | cc         | and             | CC        
Liefeld         | NNP        | compound   | Rob             | NNP       

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
success         | NN         | nsubj      | titles          | NNS       
titles          | NNS        | det        | The             | DT        
titles          | NNS        | amod       | relaunched      | JJ        
titles          | NNS        | acl:relcl  | saw             | VBD       
saw             | VBD        | nsubj      | which           | WDT       
saw             | VBD        | ccomp      | transported     | VBD       
transported     | VBD        | nsubj      | characters      | NNS       
characters      | NNS        | det        | the             | DT        
transported     | VBD        | obl        | universe        | NN        
universe        | NN         | case       | to              | IN        
universe        | NN         | det        | a               | DT        
universe        | NN         | amod       | parallel        | JJ        
transported     | VBD        | obl        | history         | NN        
history         | NN         | case       | with            | IN        
history         | NN         | det        | a               | DT        
history         | NN         | amod       | distinct        | JJ        
distinct        | JJ         | obl        | Universe        | NNP       
Universe        | NNP        | case       | from            | IN        
Universe        | NNP        | det        | the             | DT        
Universe        | NNP        | amod       | mainstream      | JJ        
Universe        | NNP        | compound   | Marvel          | NNP       
success         | NN         | cop        | were            | VBD       
success         | NN         | det        | a               | DT        
success         | NN         | amod       | solid           | JJ        
success         | NN         | obl        | industry        | NN        
industry        | NN         | case       | amidst          | IN        
industry        | NN         | det        | a               | DT        
industry        | NN         | amod       | struggling      | VBG       
struggling      | VBG        | advmod     | generally       | RB        
success         | NN         | conj       | discontinued    | VBN       
discontinued    | VBN        | cc         | but             | CC        
discontinued    | VBN        | nsubj      | Marvel          | NNP       
discontinued    | VBN        | obj        | experiment      | NN        
experiment      | NN         | det        | the             | DT        
discontinued    | VBN        | obl        | run             | NN        
run             | NN         | case       | after           | IN        
run             | NN         | det        | a               | DT        
run             | NN         | compound   | year            | NN        
year            | NN         | nummod     | one             | CD        
year            | NN         | punct      | -               | HYPH      
discontinued    | VBN        | conj       | returned        | VBN       
returned        | VBN        | cc         | and             | CC        
returned        | VBN        | obj        | characters      | NNS       
characters      | NNS        | det        | the             | DT        
returned        | VBN        | obl        | Universe        | NNP       
Universe        | NNP        | case       | to              | IN        
Universe        | NNP        | det        | the             | DT        
Universe        | NNP        | compound   | Marvel          | NNP       
returned        | VBN        | advmod     | proper          | RB        

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
launched        | VBD        | obl        | 1998            | CD        
1998            | CD         | case       | In              | IN        
launched        | VBD        | nsubj      | company         | NN        
company         | NN         | det        | the             | DT        
launched        | VBD        | ccomp      | helmed          | VBD       
helmed          | VBD        | nsubj      | imprint         | NN        
imprint         | NN         | det        | the             | DT        
imprint         | NN         | dep        | Knights         | NNPS      
Knights         | NNPS       | compound   | Marvel          | NNP       
helmed          | VBD        | advcl      | taking          | VBG       
taking          | VBG        | obj        | place           | NN        
taking          | VBG        | obl        | continuity      | NN        
continuity      | NN         | case       | within          | IN        
continuity      | NN         | compound   | Marvel          | NNP       
helmed          | VBD        | ccomp      | featured        | VBD       
featured        | VBD        | advcl      | become          | VB        
become          | VB         | case       | by              | IN        
become          | VB         | advmod     | soon            | RB        
become          | VB         | punct      | -               | HYPH      
become          | VB         | mark       | to              | TO        
become          | VB         | punct      | -               | HYPH      
become          | VB         | xcomp      | Quesada         | NNP       
Quesada         | NNP        | compound   | chief           | NN        
chief           | NN         | compound   | editor          | NN        
chief           | NN         | punct      | -               | HYPH      
chief           | NN         | amod       | in              | IN        
chief           | NN         | punct      | -               | HYPH      
Quesada         | NNP        | compound   | Joe             | NNP       
featured        | VBD        | nsubj      | it              | PRP       
featured        | VBD        | obj        | stories         | NNS       
stories         | NNS        | amod       | tough           | JJ        
stories         | NNS        | amod       | gritty          | JJ        
featured        | VBD        | xcomp      | showcasing      | VBG       
showcasing      | VBG        | obj        | characters      | NNS       
characters      | NNS        | amod       | such            | JJ        
showcasing      | VBG        | obl        | Panther         | NNPS      
Panther         | NNPS       | case       | as              | IN        
Panther         | NNPS       | det        | the             | DT        
Panther         | NNPS       | compound   | Inhumans        | NNPS      
Panther         | NNPS       | conj       | Black           | NNP       
Panther         | NNPS       | conj       | Daredevil       | NNP       
Daredevil       | NNP        | cc         | and             | CC        

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
acquired        | VBD        | obl        | 1994            | CD        
1994            | CD         | case       | In              | IN        
1994            | CD         | amod       | late            | JJ        
acquired        | VBD        | nsubj      | Marvel          | NNP       
acquired        | VBD        | obj        | Distribution    | NN        
Distribution    | NN         | det        | the             | DT        
Distribution    | NN         | amod       | comic           | JJ        
Distribution    | NN         | compound   | World           | NNP       
World           | NNP        | compound   | distributor     | NN        
distributor     | NN         | compound   | book            | NN        
World           | NNP        | compound   | Heroes          | NNP       
acquired        | VBD        | advcl      | use             | VB        
use             | VB         | mark       | to              | TO        
use             | VB         | obl        | distributor     | NN        
distributor     | NN         | case       | as              | IN        
distributor     | NN         | nmod:poss  | its             | PRP$      
distributor     | NN         | amod       | own             | JJ        
distributor     | NN         | amod       | exclusive       | JJ        

Head            | Head POS   | Relation   | Dependent       | Dependent POS
---------------------------------------------------------------------------
resulted        | VBD        | advcl      | made            | VBD       
made            | VBD        | mark       | As              | IN        
made            | VBD        | nsubj      | publishers      | NNS       
publishers      | NNS        | nmod:poss  | industry        | NN        
industry        | NN         | det        | the             | DT        
industry        | NN         | case       | 's              | POS       
publishers      | NNS        | amod       | other           | JJ        
publishers      | NNS        | amod       | major           | JJ        
made            | VBD        | obj        | deals           | NNS       
deals           | NNS        | amod       | exclusive       | JJ        
deals           | NNS        | compound   | distribution    | NN        
made            | VBD        | obl        | companies       | NNS       
companies       | NNS        | case       | with            | IN        
companies       | NNS        | amod       | other           | JJ        
resulted        | VBD        | nsubj      | effect          | NN        
effect          | NN         | det        | the             | DT        
effect          | NN         | amod       | ripple          | JJ        
resulted        | VBD        | obl        | survival        | NN        
survival        | NN         | case       | in              | IN        
survival        | NN         | det        | the             | DT        
survival        | NN         | nmod       | distributor     | NN        
distributor     | NN         | case       | of              | IN        
distributor     | NN         | advmod     | only            | RB        
distributor     | NN         | nummod     | one             | CD        
distributor     | NN         | amod       | other           | JJ        
distributor     | NN         | amod       | major           | JJ        
resulted        | VBD        | obl        | America         | NNP       
America         | NNP        | case       | in              | IN        
America         | NNP        | compound   | North           | NNP       
